Objective,Is fulfilled through what choices,Why this is a useful objective
Dream DAO raised money off the Explorers Program’s success,,
Explorers learned a crap ton of practical skills,"Explorers engage in a 2-month Explorers Journey (Dream%20DAO%20Explorers%20Program%20-%20Design%20Doc%20(May%202022%20057b51e4dc864f68bf9fe93bf1464d2f/Design%20Choices%20b4a45c01f77940589dd79b2d37d4c7d9/Explorers%20engage%20in%20a%202-month%20Explorers%20Journey%209ec2183c9fa944d688a8168bdc6844a8.md), Explorers each create two “Learning Artifacts” (e.g. blog posts, vlogs, Learning Together Sessions) for the world—one at the midpoint of the program and one at the end (Dream%20DAO%20Explorers%20Program%20-%20Design%20Doc%20(May%202022%20057b51e4dc864f68bf9fe93bf1464d2f/Design%20Choices%20b4a45c01f77940589dd79b2d37d4c7d9/Explorers%20each%20create%20two%20%E2%80%9CLearning%20Artifacts%E2%80%9D%20(e%20%20c157cf49c8874617a132074bf9d5ddb3.md), Dream DAO recruits regen web3 orgs in April 2022 (Dream%20DAO%20Explorers%20Program%20-%20Design%20Doc%20(May%202022%20057b51e4dc864f68bf9fe93bf1464d2f/Design%20Choices%20b4a45c01f77940589dd79b2d37d4c7d9/Dream%20DAO%20recruits%20regen%20web3%20orgs%20in%20April%202022%2093a5cadc19164d60ac073654cf5fc915.md), Explorers Journeys must be 10+ hours a week (Dream%20DAO%20Explorers%20Program%20-%20Design%20Doc%20(May%202022%20057b51e4dc864f68bf9fe93bf1464d2f/Design%20Choices%20b4a45c01f77940589dd79b2d37d4c7d9/Explorers%20Journeys%20must%20be%2010+%20hours%20a%20week%2053faef898e8744adb4bf182b21199f45.md)",
"Explorers contributed to the collective intelligence/knowledge of the Dream DAO, web3, and the world","Explorers each create two “Learning Artifacts” (e.g. blog posts, vlogs, Learning Together Sessions) for the world—one at the midpoint of the program and one at the end (Dream%20DAO%20Explorers%20Program%20-%20Design%20Doc%20(May%202022%20057b51e4dc864f68bf9fe93bf1464d2f/Design%20Choices%20b4a45c01f77940589dd79b2d37d4c7d9/Explorers%20each%20create%20two%20%E2%80%9CLearning%20Artifacts%E2%80%9D%20(e%20%20c157cf49c8874617a132074bf9d5ddb3.md), Explorers collectively as a cohort create a capstone project that advances Dream DAO and the web3 x social impact space. (Dream%20DAO%20Explorers%20Program%20-%20Design%20Doc%20(May%202022%20057b51e4dc864f68bf9fe93bf1464d2f/Design%20Choices%20b4a45c01f77940589dd79b2d37d4c7d9/Explorers%20collectively%20as%20a%20cohort%20create%20a%20capsto%20397ed2def2294267b7c85be6f2f222c5.md)",
"Explorers had a great, fulfilling time","Explorers in late April need to explain what topics + projects interest them, so they are matched with the right regen web3 orgs (Dream%20DAO%20Explorers%20Program%20-%20Design%20Doc%20(May%202022%20057b51e4dc864f68bf9fe93bf1464d2f/Design%20Choices%20b4a45c01f77940589dd79b2d37d4c7d9/Explorers%20in%20late%20April%20need%20to%20explain%20what%20topic%20b4014e3ac15746b9b44ef9e61b8cff23.md), Explorers are placed in Juntos with other Explorers and some Champions, and meet every week (Dream%20DAO%20Explorers%20Program%20-%20Design%20Doc%20(May%202022%20057b51e4dc864f68bf9fe93bf1464d2f/Design%20Choices%20b4a45c01f77940589dd79b2d37d4c7d9/Explorers%20are%20placed%20in%20Juntos%20with%20other%20Explorer%20daf86614d7b440b18cad92ff718dc2fa.md)",
"Explorers have a place to ask ""dumb"" questions","Explorers are placed in Juntos with other Explorers and some Champions, and meet every week (Dream%20DAO%20Explorers%20Program%20-%20Design%20Doc%20(May%202022%20057b51e4dc864f68bf9fe93bf1464d2f/Design%20Choices%20b4a45c01f77940589dd79b2d37d4c7d9/Explorers%20are%20placed%20in%20Juntos%20with%20other%20Explorer%20daf86614d7b440b18cad92ff718dc2fa.md)",
Explorers earned money,Explorers are paid three micro-grant from Dream DAO ($500 each) if they hit the necessary milestones (Dream%20DAO%20Explorers%20Program%20-%20Design%20Doc%20(May%202022%20057b51e4dc864f68bf9fe93bf1464d2f/Design%20Choices%20b4a45c01f77940589dd79b2d37d4c7d9/Explorers%20are%20paid%20three%20micro-grant%20from%20Dream%20DA%20943b68f116e44a9d8d6ee152e64c84cb.md),
