Thing,Who?
"Dedicated Twitter for the Dream DAO ","→ People who don't need to care about what CU is, but care deeply about the space 

→ Posting dope pictures of skywalkers

→ Pithy Quotes about the current state of the world. 

→ Talk about the opportunity to create the web3xsocial impact space up the"
